asema	pvm	paiva	kk	vuosi	kokosyv	secchi	ecoli	sameus	ph	suolaisuus	happi_aste	happi	nh3	no3	ntot	po4_liu	ptot	chla	lampotila	jaan_paks	lumen_paks	syvyys	syvyys_lop	no2	po4	koliformit	fek_strep	kiintoain	pt	tic	alkalit
18	2014-05-12	12	5	2014	17	NA	1	9.3	8.1	5.34	101	12	7	2	370	2	33	NA	6.4	NA	NA	16	16	0	NA	NA	NA	NA	NA	NA	NA
18	2014-05-19	19	5	2014	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
18	2014-05-19	19	5	2014	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
18	2014-05-19	19	5	2014	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	16	1	NA	NA	NA	NA	NA	NA	NA
25	2014-04-15	15	4	2014	NA	NA	1	4.4	8.1	4.94	104	12.8	2	8	420	1	25	9	5	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
25	2014-04-15	15	4	2014	NA	NA	0	3.9	8.1	4.95	103	12.8	2	9	450	1	31	6.9	4.6	NA	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA
25	2014-05-12	12	5	2014	NA	NA	1	4.4	7.9	5.16	100	11	6	2	360	3	33	4.6	9.7	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
25	2014-05-12	12	5	2014	NA	NA	2	4.6	7.9	5.22	99	11.1	6	2	350	4	34	4.4	9	NA	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA
39	2014-04-16	16	4	2014	NA	NA	1	1.6	8.2	5.57	108	14	16	2	350	9	35	21	2.8	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
39	2014-04-16	16	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
39	2014-04-16	16	4	2014	NA	NA	0	1.4	8.1	5.59	109	14.2	17	2	350	9	33	NA	2.7	NA	NA	15	NA	0	NA	NA	NA	NA	NA	NA	NA
39	2014-04-16	16	4	2014	NA	NA	0	2.1	7.9	5.73	97	12.8	19	48	380	18	36	NA	2.3	NA	NA	32	NA	0	NA	NA	NA	NA	NA	NA	NA
39	2014-05-13	13	5	2014	NA	NA	0	1.8	8.3	5.36	116	14.1	7	2	470	5	45	15	5.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
39	2014-05-13	13	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
39	2014-05-13	13	5	2014	NA	NA	0	0.81	8.2	5.37	107	13	8	2	310	5	32	NA	5.5	NA	NA	15	NA	0	NA	NA	NA	NA	NA	NA	NA
39	2014-05-13	13	5	2014	NA	NA	0	1.2	8.1	5.39	102	12.5	8	2	380	6	34	NA	5.2	NA	NA	32	NA	0	NA	NA	NA	NA	NA	NA	NA
57	2014-04-16	16	4	2014	NA	NA	0	1.9	8.2	5.63	113	14.5	17	2	370	7	34	22	3.4	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
57	2014-04-16	16	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
57	2014-04-16	16	4	2014	NA	NA	0	1.7	8.1	5.69	105	13.7	16	2	340	9	30	NA	2.8	NA	NA	15	NA	0	NA	NA	NA	NA	NA	NA	NA
57	2014-04-16	16	4	2014	NA	NA	0	1.6	8	5.74	104	13.6	20	19	350	14	31	NA	2.6	NA	NA	30	NA	0	NA	NA	NA	NA	NA	NA	NA
57	2014-05-13	13	5	2014	NA	NA	0	1.9	8.2	5.44	102	12	5	2	350	4	26	5.5	6.7	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
57	2014-05-13	13	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
57	2014-05-13	13	5	2014	NA	NA	0	1.2	8.2	5.45	111	13.3	6	2	320	5	25	NA	5.9	NA	NA	15	NA	0	NA	NA	NA	NA	NA	NA	NA
57	2014-05-13	13	5	2014	NA	NA	1	1.4	8.1	5.48	100	12.1	7	2	310	6	24	NA	5.6	NA	NA	30	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-04-16	16	4	2014	NA	NA	0	1.9	8.2	5.49	103	13	14	2	330	3	22	11	3.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-04-16	16	4	2014	NA	NA	0	1.9	8.3	5.5	110	14	16	2	330	3	25	13	3.6	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-04-16	16	4	2014	NA	NA	1	2	8.2	5.53	108	13.9	16	2	320	5	25	NA	3.1	NA	NA	10	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-04-16	16	4	2014	NA	NA	2	2.1	8.1	5.63	103	13.4	20	10	340	11	32	NA	2.8	NA	NA	16	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	7.2	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-05-14	14	5	2014	NA	NA	20	1.8	8.1	5.35	106	12.3	8	2	340	3	23	3.4	7.2	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-05-14	14	5	2014	NA	NA	1	1.8	8.1	5.35	101	11.8	8	2	320	3	23	3.1	7.2	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-05-14	14	5	2014	NA	NA	2	1.9	8.1	5.34	104	12.2	8	2	330	3	21	NA	7	NA	NA	10	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-05-14	14	5	2014	NA	NA	4	1.7	8.1	5.36	102	12.1	7	2	330	4	24	NA	6.6	NA	NA	16	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.8	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
68	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	0	NA	NA	NA	NA	NA	NA	NA
87	2014-04-22	22	4	2014	NA	NA	0	4	7.9	4.67	109	11.8	15	2	390	1	26	2.9	10.4	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
87	2014-04-22	22	4	2014	NA	NA	1	5.5	7.8	4.84	94	10.7	2	2	420	1	33	5.5	8.5	NA	NA	3	NA	0	NA	NA	NA	NA	NA	NA	NA
87	2014-05-15	15	5	2014	NA	NA	6	11	7.9	4.88	99	10.5	2	2	470	1	46	10	11.5	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
87	2014-05-15	15	5	2014	NA	NA	13	16	7.9	4.9	95	10.2	5	2	490	1	52	11	11	NA	NA	3	NA	0	NA	NA	NA	NA	NA	NA	NA
94	2014-04-22	22	4	2014	NA	NA	0	3.2	8.2	5.22	120	13.4	2	2	370	1	25	2.9	9	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
94	2014-04-22	22	4	2014	NA	NA	0	2.9	8.2	5.27	112	13.1	2	2	380	1	25	4.8	7.2	NA	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA
94	2014-04-22	22	4	2014	NA	NA	2	3.5	8.2	5.46	101	12.7	2	2	360	1	26	NA	4.2	NA	NA	8	NA	0	NA	NA	NA	NA	NA	NA	NA
94	2014-05-15	15	5	2014	NA	NA	2	4.8	8	5.39	96	10.6	2	2	340	1	27	3.9	9.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
94	2014-05-15	15	5	2014	NA	NA	2	5	8	5.4	94	10.4	2	2	340	1	26	3.9	9.3	NA	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA
94	2014-05-15	15	5	2014	NA	NA	5	14	8	5.4	80	9.3	2	2	370	5	44	NA	7.4	NA	NA	8	NA	0	NA	NA	NA	NA	NA	NA	NA
110	2014-04-15	15	4	2014	NA	NA	0	1.4	8.3	5.3	91	11.6	2	2	360	1	21	6.4	3.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
110	2014-04-15	15	4	2014	NA	NA	0	1.6	8.2	5.29	108	13.8	2	2	360	1	22	6.4	3.5	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
110	2014-04-15	15	4	2014	NA	NA	0	1.7	8.2	5.41	90	11.7	2	2	370	5	25	NA	3	NA	NA	10	NA	0	NA	NA	NA	NA	NA	NA	NA
110	2014-05-12	12	5	2014	NA	NA	0	3.5	8.1	5.38	106	12.1	6	2	340	4	27	2.8	8	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
110	2014-05-12	12	5	2014	NA	NA	0	3.3	8.1	5.39	107	12.2	6	2	320	4	27	2.7	8	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
110	2014-05-12	12	5	2014	NA	NA	0	3.3	8.1	5.4	104	11.9	6	2	320	3	26	NA	8	NA	NA	10	NA	0	NA	NA	NA	NA	NA	NA	NA
111	2014-04-15	15	4	2014	NA	NA	0	2.6	8.2	5.44	107	13.8	2	2	390	6	28	18	3.1	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
111	2014-04-15	15	4	2014	NA	NA	0	2.4	8.2	5.42	112	14.5	2	2	400	6	31	18	3	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
111	2014-04-15	15	4	2014	NA	NA	0	2.4	8.1	5.53	94	12.3	2	6	370	10	32	NA	2.6	NA	NA	12	NA	0	NA	NA	NA	NA	NA	NA	NA
111	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4	6.4	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
111	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.9	6	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
111	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	1	NA	NA	NA	NA	NA	NA	NA
111	2014-05-12	12	5	2014	NA	NA	0	2.6	8.2	5.29	108	12.8	6	2	320	3	24	3	6.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
111	2014-05-12	12	5	2014	NA	NA	0	2.8	8.2	5.29	109	12.9	7	2	310	3	22	3	6.6	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
111	2014-05-12	12	5	2014	NA	NA	2	3.1	8.2	5.3	116	13.7	7	2	310	3	22	NA	6.6	NA	NA	12	NA	0	NA	NA	NA	NA	NA	NA	NA
113	2014-04-15	15	4	2014	NA	NA	0	2.2	8.3	5.26	114	14.6	2	2	380	3	25	13	3.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
113	2014-04-15	15	4	2014	NA	NA	0	2.3	8.3	5.31	114	14.6	2	2	370	4	25	13	3.4	NA	NA	6	NA	0	NA	NA	NA	NA	NA	NA	NA
113	2014-05-12	12	5	2014	NA	NA	1	6.7	8.1	5.24	105	11.8	7	2	340	2	28	3.6	8.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
113	2014-05-12	12	5	2014	NA	NA	0	7.7	8.1	5.25	104	11.8	6	2	350	2	30	3.4	8.5	NA	NA	6	NA	0	NA	NA	NA	NA	NA	NA	NA
114	2014-04-15	15	4	2014	NA	NA	1	1.8	8.1	5.58	109	14.3	2	2	420	12	44	26	2.7	NA	NA	0	0	0	NA	NA	NA	NA	460	18	NA
114	2014-04-15	15	4	2014	NA	NA	1	1.9	8.1	5.61	111	14.6	2	2	430	12	47	28	2.6	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
114	2014-04-15	15	4	2014	NA	NA	1	1.4	8.1	5.61	109	14.3	2	5	370	12	35	NA	2.5	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
114	2014-04-15	15	4	2014	NA	NA	0	1.5	8.1	5.63	108	14.2	2	16	360	14	33	NA	2.4	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
114	2014-04-15	15	4	2014	NA	NA	0	1.8	8.1	5.65	108	14.2	2	12	380	13	34	NA	2.4	NA	NA	30	30	0	NA	NA	NA	NA	NA	NA	NA
114	2014-04-15	15	4	2014	NA	NA	0	1.3	8	5.75	103	13.6	2	59	400	20	34	NA	2.2	NA	NA	40	40	0	NA	NA	NA	NA	NA	NA	NA
114	2014-04-15	15	4	2014	NA	NA	0	1.8	7.9	5.91	98	13	2	79	390	23	38	NA	2.2	NA	NA	46	46	0	NA	NA	NA	NA	NA	NA	NA
114	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	4.8	NA	NA	0	0	0	NA	NA	NA	NA	210	17	NA
114	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	4.8	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
114	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	46	0	NA	NA	NA	NA	NA	NA	NA
114	2014-05-11	11	5	2014	NA	NA	0	1.9	8.2	5.3	107	13.1	7	2	420	5	59	10	5.2	NA	NA	0	0	0	NA	NA	NA	NA	290	17	NA
114	2014-05-11	11	5	2014	NA	NA	0	2	8.2	5.3	110	13.5	7	2	360	6	33	11	5.1	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
114	2014-05-11	11	5	2014	NA	NA	0	1.8	8.2	5.3	109	13.4	7	2	350	6	31	NA	5.1	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
114	2014-05-11	11	5	2014	NA	NA	0	1.3	8.2	5.31	110	13.5	6	2	330	6	26	NA	5	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
114	2014-05-11	11	5	2014	NA	NA	0	1.4	8.2	5.36	106	13.1	7	2	320	7	24	NA	4.8	NA	NA	30	30	0	NA	NA	NA	NA	NA	NA	NA
114	2014-05-11	11	5	2014	NA	NA	0	1.7	8	5.67	101	12.7	7	2	390	11	44	NA	4	NA	NA	40	40	0	NA	NA	NA	NA	NA	NA	NA
114	2014-05-11	11	5	2014	NA	NA	0	2.5	7.8	6.08	81	10.4	8	32	400	24	54	NA	3.3	NA	NA	46	46	0	NA	NA	NA	NA	NA	NA	NA
114	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.6	6.7	NA	NA	0	0	0	NA	NA	NA	NA	290	16	NA
114	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6.6	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
114	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	46	0	NA	NA	NA	NA	NA	NA	NA
117	2014-04-16	16	4	2014	NA	NA	0	4.3	8.2	5.36	105	12.8	16	5	350	1	23	5.1	5.3	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
117	2014-04-16	16	4	2014	NA	NA	2	4.3	8.2	5.38	116	14.4	13	4	340	1	26	5.7	4.8	NA	NA	3	NA	0	NA	NA	NA	NA	NA	NA	NA
117	2014-05-14	14	5	2014	NA	NA	140	11	7.9	5.35	94	10.4	7	2	390	2	39	6.6	9.3	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
117	2014-05-14	14	5	2014	NA	NA	99	12	7.9	5.35	95	10.6	6	2	370	3	37	6.5	9.2	NA	NA	3	NA	0	NA	NA	NA	NA	NA	NA	NA
123	2014-04-16	16	4	2014	NA	NA	0	1.6	8.2	5.68	109	14	15	2	360	7	34	16	3.2	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
123	2014-04-16	16	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
123	2014-04-16	16	4	2014	NA	NA	0	1.7	8.2	5.74	109	14	17	2	330	7	28	NA	3.2	NA	NA	13	NA	0	NA	NA	NA	NA	NA	NA	NA
123	2014-04-16	16	4	2014	NA	NA	2	1.8	8.1	5.77	104	13.5	19	2	320	10	29	NA	2.9	NA	NA	26	NA	0	NA	NA	NA	NA	NA	NA	NA
123	2014-05-14	14	5	2014	NA	NA	1	1.2	8.2	5.44	106	12.5	5	2	340	3	25	4.1	6.7	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
123	2014-05-14	14	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
123	2014-05-14	14	5	2014	NA	NA	1	1.4	8.2	5.45	106	12.5	4	2	340	3	25	NA	6.6	NA	NA	13	NA	0	NA	NA	NA	NA	NA	NA	NA
123	2014-05-14	14	5	2014	NA	NA	0	1.6	8.1	5.48	102	12.2	2	2	320	5	24	NA	6	NA	NA	26	NA	0	NA	NA	NA	NA	NA	NA	NA
125	2014-04-16	16	4	2014	NA	NA	1	1.8	8.2	5.58	109	14.1	15	2	370	8	32	21	3	NA	NA	0	0	0	NA	NA	NA	NA	440	18	NA
125	2014-04-16	16	4	2014	NA	NA	2	1.9	8.2	5.59	109	14.2	17	2	350	9	34	21	2.8	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
125	2014-04-16	16	4	2014	NA	NA	2	2	8.2	5.6	108	14.1	17	2	350	8	36	NA	2.7	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
125	2014-04-16	16	4	2014	NA	NA	9	1.9	8.1	5.64	102	13.4	18	10	340	11	31	NA	2.6	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
125	2014-04-16	16	4	2014	NA	NA	0	2.9	8.1	5.68	103	13.5	19	22	360	13	34	NA	2.5	NA	NA	27	27	0	NA	NA	NA	NA	NA	NA	NA
125	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	5.8	NA	NA	0	0	0	NA	NA	NA	NA	250	17	NA
125	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.1	5.7	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
125	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	27	0	NA	NA	NA	NA	NA	NA	NA
125	2014-05-13	13	5	2014	NA	NA	35	2.1	8.2	5.32	108	12.8	7	2	450	3	38	7.5	6.5	NA	NA	0	0	0	NA	NA	NA	NA	380	17	NA
125	2014-05-13	13	5	2014	NA	NA	33	1.8	8.2	5.34	111	13.2	7	2	450	3	39	13	6.3	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
125	2014-05-13	13	5	2014	NA	NA	17	1.3	8.2	5.37	107	12.8	8	2	340	4	28	NA	6.2	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
125	2014-05-13	13	5	2014	NA	NA	9	1.1	8.1	5.37	104	12.5	7	2	330	4	24	NA	6	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
125	2014-05-13	13	5	2014	NA	NA	3	1.9	8.1	5.42	96	11.5	8	2	330	5	25	NA	6	NA	NA	27	27	0	NA	NA	NA	NA	NA	NA	NA
125	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.8	8	NA	NA	0	0	0	NA	NA	NA	NA	120	16	NA
125	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	7.9	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
125	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	27	0	NA	NA	NA	NA	NA	NA	NA
147	2014-04-16	16	4	2014	NA	NA	11	1.8	8.2	5.62	112	14.4	18	21	380	7	33	22	3.2	NA	NA	0	0	0	NA	NA	NA	NA	470	18	NA
147	2014-04-16	16	4	2014	NA	NA	12	1.9	8.2	5.63	111	14.3	17	20	380	7	34	22	3.1	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
147	2014-04-16	16	4	2014	NA	NA	10	1.8	8.2	5.64	107	13.9	18	13	350	8	30	NA	3	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
147	2014-04-16	16	4	2014	NA	NA	2	1.7	8.1	5.72	105	13.7	20	13	320	12	29	NA	2.7	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
147	2014-04-16	16	4	2014	NA	NA	1	2.3	8	5.75	103	13.4	21	24	340	14	31	NA	2.7	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
147	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.7	6.6	NA	NA	0	0	0	NA	NA	NA	NA	330	17	NA
147	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6.1	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
147	2014-04-29	29	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	27	0	NA	NA	NA	NA	NA	NA	NA
147	2014-05-13	13	5	2014	NA	NA	3	1.5	8.2	5.41	103	12.1	10	50	410	4	27	4.6	6.7	NA	NA	0	NA	0	NA	NA	NA	NA	140	18	NA
147	2014-05-13	13	5	2014	NA	NA	3	1.3	8.2	5.43	105	12.5	8	10	330	5	27	3.5	6.3	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
147	2014-05-13	13	5	2014	NA	NA	3	1.1	8.2	5.42	109	13.1	8	2	330	5	24	NA	6	NA	NA	10	NA	0	NA	NA	NA	NA	NA	NA	NA
147	2014-05-13	13	5	2014	NA	NA	2	1.3	8.1	5.46	107	12.9	9	2	310	6	23	NA	5.7	NA	NA	20	NA	0	NA	NA	NA	NA	NA	NA	NA
147	2014-05-13	13	5	2014	NA	NA	5	1.7	8.1	5.45	106	12.9	9	2	320	7	24	NA	5.6	NA	NA	26	NA	0	NA	NA	NA	NA	NA	NA	NA
147	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.8	8.2	NA	NA	0	0	0	NA	NA	NA	NA	230	17	NA
147	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.3	7.5	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
147	2014-05-19	19	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	27	0	NA	NA	NA	NA	NA	NA	NA
148	2014-04-16	16	4	2014	NA	NA	0	1.4	8.1	5.75	110	14.4	16	2	350	12	35	23	2.7	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
148	2014-04-16	16	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
148	2014-04-16	16	4	2014	NA	NA	0	1.3	8	5.8	105	13.8	17	23	330	15	32	NA	2.5	NA	NA	25	NA	0	NA	NA	NA	NA	NA	NA	NA
148	2014-04-16	16	4	2014	NA	NA	0	2	7.9	6.06	95	12.5	18	78	370	25	38	NA	2.3	NA	NA	50	NA	0	NA	NA	NA	NA	NA	NA	NA
148	2014-05-14	14	5	2014	NA	NA	0	1.3	8.3	5.44	114	13.8	7	2	350	5	28	7.6	5.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
148	2014-05-14	14	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
148	2014-05-14	14	5	2014	NA	NA	0	0.6	8.2	5.45	111	13.6	9	2	300	7	22	NA	5.2	NA	NA	25	NA	0	NA	NA	NA	NA	NA	NA	NA
148	2014-05-14	14	5	2014	NA	NA	0	1.6	7.7	6.15	80	10.2	10	38	360	27	45	NA	3.5	NA	NA	50	NA	0	NA	NA	NA	NA	NA	NA	NA
149	2014-04-16	16	4	2014	NA	NA	0	1.7	8.1	5.66	114	14.8	15	2	370	11	38	23	2.8	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
149	2014-04-16	16	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
149	2014-04-16	16	4	2014	NA	NA	0	2.1	8.1	5.66	108	14.1	19	2	350	11	33	NA	2.6	NA	NA	15	NA	0	NA	NA	NA	NA	NA	NA	NA
149	2014-04-16	16	4	2014	NA	NA	1	2.2	8	5.77	102	13.4	19	44	610	18	36	NA	2.4	NA	NA	31	NA	0	NA	NA	NA	NA	NA	NA	NA
149	2014-05-13	13	5	2014	NA	NA	0	1.5	8.3	5.37	119	14.2	7	2	370	5	31	11	6.1	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
149	2014-05-13	13	5	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
149	2014-05-13	13	5	2014	NA	NA	2	1.2	8.2	5.39	110	13.3	6	2	310	6	24	NA	5.7	NA	NA	15	NA	0	NA	NA	NA	NA	NA	NA	NA
149	2014-05-13	13	5	2014	NA	NA	3	2.8	8.1	5.42	104	12.6	6	2	360	7	32	NA	5.5	NA	NA	31	NA	0	NA	NA	NA	NA	NA	NA	NA
166	2014-04-15	15	4	2014	NA	NA	0	1.6	8.1	5.54	111	14.5	2	2	410	10	39	26	2.6	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
166	2014-04-15	15	4	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA
