asema	pvm	paiva	kk	vuosi	kokosyv	secchi	ecoli	sameus	ph	suolaisuus	happi_aste	happi	nh3	no3	ntot	po4_liu	ptot	chla	lampotila	jaan_paks	lumen_paks	syvyys	syvyys_lop	no2	po4	koliformit	fek_strep	kiintoain	pt	tic	alkalit
114	2013-02-12	12	2	2013	48	6.8	0	1.36	7.84	5.54	NA	13.49	0	130	390	29	36.125	NA	-0.1	NA	NA	0	0	0	29	NA	NA	NA	NA	NA	NA
114	2013-02-12	12	2	2013	48	NA	0	0.49	7.86	5.55	NA	13.18	0.1735	130	380	29	34.32	NA	-0.1	NA	NA	5	5	0	29	NA	NA	NA	NA	NA	NA
114	2013-02-12	12	2	2013	48	NA	1	1.33	7.86	5.56	NA	11.99	0.0955	130	370	29	34.78	NA	-0.1	NA	NA	10	10	0	29	NA	NA	NA	NA	NA	NA
114	2013-02-12	12	2	2013	48	NA	0	1.27	7.87	5.6	NA	13.27	0.2915	120	400	28	35.415	NA	0	NA	NA	20	20	0	29	NA	NA	NA	NA	NA	NA
114	2013-02-12	12	2	2013	48	NA	0	1.71	7.86	5.59	NA	13.31	0.032	130	400	29	34.845	NA	0.1	NA	NA	30	30	0	29	NA	NA	NA	NA	NA	NA
114	2013-02-12	12	2	2013	48	NA	0	1.49	7.84	5.84	NA	12.45	0.081	120	480	29	36.71	NA	0.8	NA	NA	40	40	0	29	NA	NA	NA	NA	NA	NA
114	2013-02-12	12	2	2013	48	NA	1	2.31	7.8	6.16	NA	11.65	0.038	120	380	29	39.3	NA	1.9	NA	NA	47	47	0.555	31	NA	NA	NA	NA	NA	NA
114	2013-03-01	1	3	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-03-01	1	3	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	47	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-04-01	1	4	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-04-01	1	4	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	47	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-05-06	6	5	2013	48	6.3	0	0.66	8.19	5.68	NA	14.46	2.592	0	310	10	25.935	8.6	3.6	NA	NA	0	0	0	10	NA	NA	NA	NA	NA	NA
114	2013-05-06	6	5	2013	48	NA	0	0.67	8.19	5.69	NA	14.45	1.902	0	310	9	28.335	NA	3.4	NA	NA	5	5	0	9	NA	NA	NA	NA	NA	NA
114	2013-05-06	6	5	2013	48	NA	0	0.63	8.17	5.69	NA	14.65	2.0645	0	300	9	25.195	NA	3.3	NA	NA	10	10	0	9	NA	NA	NA	NA	NA	NA
114	2013-05-06	6	5	2013	48	NA	0	0.56	8.17	5.7	NA	14.58	2.21	0	320	9	25.22	NA	3.3	NA	NA	20	20	0	9	NA	NA	NA	NA	NA	NA
114	2013-05-06	6	5	2013	48	NA	0	0.81	7.86	6.11	NA	12.62	5.0325	50	330	20	31.785	NA	2.6	NA	NA	30	30	0.605	20	NA	NA	NA	NA	NA	NA
114	2013-05-06	6	5	2013	48	NA	0	1.02	7.67	6.5	NA	10.99	6.047	93	380	30	41.395	NA	2.7	NA	NA	40	40	0.87	30	NA	NA	NA	NA	NA	NA
114	2013-05-06	6	5	2013	48	NA	0	1.24	7.63	6.63	NA	10.44	4.611	100	380	32	42.785	NA	2.3	NA	NA	47	47	0.77	32	NA	NA	NA	NA	NA	NA
114	2013-05-27	27	5	2013	48	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.1	8.5	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-01	1	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-01	1	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	47	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-11	11	6	2013	48	3.9	0	1.64	8.46	4.78	NA	11.26	2.908	0	383	0	22.355	3.6	13.7	NA	NA	0	0	0	0.4	NA	NA	NA	NA	NA	NA
114	2013-06-11	11	6	2013	48	NA	1	1.29	8.47	4.79	NA	11.26	2.4665	0	375	0	22.325	NA	13.3	NA	NA	5	5	0	0.4	NA	NA	NA	NA	NA	NA
114	2013-06-11	11	6	2013	48	NA	0	0.96	8.42	4.83	NA	11.48	3.224	0	385	0.7	24.66	NA	12	NA	NA	10	10	0	1	NA	NA	NA	NA	NA	NA
114	2013-06-11	11	6	2013	48	NA	0	0.6	8.33	4.95	NA	12.14	6.2	0	347	1	19.63	NA	9.3	NA	NA	20	20	0	2	NA	NA	NA	NA	NA	NA
114	2013-06-11	11	6	2013	48	NA	0	0.68	8.04	5.48	NA	11.92	6.0775	5	337	8	26.855	NA	6.2	NA	NA	30	30	0	10	NA	NA	NA	NA	NA	NA
114	2013-06-11	11	6	2013	48	NA	0	0.95	7.7	6.04	NA	9.57	16.135	51	390	24	41.595	NA	5	NA	NA	40	40	0	24	NA	NA	NA	NA	NA	NA
114	2013-06-11	11	6	2013	48	NA	0	1.2	7.61	6.51	NA	8.38	15.811	83	469	32	59.545	NA	5.1	NA	NA	47	47	0	34	NA	NA	NA	NA	NA	NA
114	2013-06-25	25	6	2013	48	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.6	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-25	25	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-25	25	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-25	25	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.7	NA	NA	10	10	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-25	25	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-25	25	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6	NA	NA	40	40	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-25	25	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	NA	NA	46	46	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-06-25	25	6	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1	15.6	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-07-10	10	7	2013	48	4.2	0	1.02	8.28	5.51	NA	10.68	1.6275	0	333	0.2	15.655	NA	15.6	NA	NA	0	0	0	0.4	NA	NA	NA	NA	NA	NA
114	2013-07-10	10	7	2013	48	NA	0	1.11	8.29	5.51	NA	10.64	0.97	0	326	0.2	13.92	NA	15.4	NA	NA	5	5	0	0.2	NA	NA	NA	NA	NA	NA
114	2013-07-10	10	7	2013	48	NA	0	0.64	8.15	5.5	NA	10.53	1.9485	0	310	0.6	12.955	NA	14.5	NA	NA	10	10	0	0.6	NA	NA	NA	NA	NA	NA
114	2013-07-10	10	7	2013	48	NA	0	0.47	7.86	5.71	NA	11.08	1.918	0	285	7	18.005	NA	7	NA	NA	20	20	0	7	NA	NA	NA	NA	NA	NA
114	2013-07-10	10	7	2013	48	NA	0	0.69	7.76	5.93	NA	10.44	3.074	5	292	13	24.275	NA	5.8	NA	NA	30	30	0	14	NA	NA	NA	NA	NA	NA
114	2013-07-10	10	7	2013	48	NA	0	0.64	7.68	6.33	NA	9.76	12.611	30	305	22	31.85	NA	5	NA	NA	40	40	0	23	NA	NA	NA	NA	NA	NA
114	2013-07-10	10	7	2013	48	NA	0	1.41	7.61	6.54	NA	8.71	23.353	46	340	30	39.29	NA	4.9	NA	NA	47	47	0	32	NA	NA	NA	NA	NA	NA
114	2013-07-24	24	7	2013	48	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4	12.9	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-08-01	1	8	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-08-01	1	8	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	47	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-08-06	6	8	2013	48	3.8	0	1.48	8.43	5.48	NA	10.79	1.2285	0	408	0	18.485	4.4	18.7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA
114	2013-08-06	6	8	2013	48	NA	0	1.26	8.43	5.5	NA	10.85	0.6585	0	411	0	17.145	NA	18.3	NA	NA	5	5	0	0	NA	NA	NA	NA	NA	NA
114	2013-08-06	6	8	2013	48	NA	1	0.96	8.28	5.56	NA	9.94	1.9435	0	387	0	14.82	NA	17.1	NA	NA	10	10	0	0.5	NA	NA	NA	NA	NA	NA
114	2013-08-06	6	8	2013	48	NA	0	0.9	7.77	5.51	NA	9.27	2.214	1	396	5	15.425	NA	9.6	NA	NA	20	20	0	5	NA	NA	NA	NA	NA	NA
114	2013-08-06	6	8	2013	48	NA	0	1.11	7.71	5.67	NA	8.78	3.2445	0	339	9	17.92	NA	8.2	NA	NA	30	30	0	9	NA	NA	NA	NA	NA	NA
114	2013-08-06	6	8	2013	48	NA	0	1	7.62	6.4	NA	9.02	11.0205	29	357	26	32.87	NA	5.4	NA	NA	40	40	0	26	NA	NA	NA	NA	NA	NA
114	2013-08-06	6	8	2013	48	NA	0	1.52	7.57	6.65	NA	7.44	29.472	48	396	35	41.865	NA	5.1	NA	NA	47	47	0	36	NA	NA	NA	NA	NA	NA
114	2013-08-20	20	8	2013	48	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	15.8	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-09-01	1	9	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-09-01	1	9	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	47	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-09-03	3	9	2013	48	4.2	1	0.96	8.17	5.34	NA	10.44	1.9865	0	370	0	20.805	5.4	16.6	NA	NA	0	0	0	0.4645	NA	NA	NA	NA	NA	NA
114	2013-09-03	3	9	2013	48	NA	0	0.87	8.18	5.35	NA	10.8	0.3125	0	340	0	16.66	NA	16.5	NA	NA	5	5	0	0	NA	NA	NA	NA	NA	NA
114	2013-09-03	3	9	2013	48	NA	0	0.78	8.18	5.37	NA	10.36	0	0	340	0	16.695	NA	16.5	NA	NA	10	10	0	0	NA	NA	NA	NA	NA	NA
114	2013-09-03	3	9	2013	48	NA	1	0.86	8.03	5.41	NA	9.74	4.821	0	320	1.5	16.07	NA	15.5	NA	NA	20	20	0	1.6545	NA	NA	NA	NA	NA	NA
114	2013-09-03	3	9	2013	48	NA	1	1.09	7.82	5.44	NA	9.43	11.277	4	305	6.7	18.51	NA	12.5	NA	NA	30	30	0	6.7365	NA	NA	NA	NA	NA	NA
114	2013-09-03	3	9	2013	48	NA	0	1.7	7.72	5.69	NA	8.77	13.839	21	300	14.7	24.92	NA	9	NA	NA	40	40	0	14.883	NA	NA	NA	NA	NA	NA
114	2013-09-03	3	9	2013	48	NA	1	2.07	7.68	5.9	NA	9.03	19.824	34	322	21.7	32.435	NA	7.6	NA	NA	47	47	0	22.8865	NA	NA	NA	NA	NA	NA
114	2013-10-02	2	10	2013	48	5.7	0	0.59	8	5.06	96	9.67	19.114	8	330	4.6	16.65	NA	13.3	NA	NA	0	0	0	4.9	NA	NA	NA	NA	NA	NA
114	2013-10-02	2	10	2013	48	NA	0	0.7	8.01	5.07	95	9.61	19.414	7	344	4.6	16.915	NA	13.3	NA	NA	5	5	0	5.2	NA	NA	NA	NA	NA	NA
114	2013-10-02	2	10	2013	48	NA	0	0.71	8	5.06	96	9.65	19.557	8	342	3.9	17.37	NA	13.3	NA	NA	10	10	0	4.2	NA	NA	NA	NA	NA	NA
114	2013-10-02	2	10	2013	48	NA	0	0.62	7.98	5.13	94	9.54	20.0635	8	344	5.6	16.07	NA	13.3	NA	NA	20	20	0	5.7	NA	NA	NA	NA	NA	NA
114	2013-10-02	2	10	2013	48	NA	0	0.81	7.93	5.24	92	9.31	28.226	15	335	8	19.185	NA	13.3	NA	NA	30	30	0	8	NA	NA	NA	NA	NA	NA
114	2013-10-02	2	10	2013	48	NA	1	1.56	7.51	6.73	52	6.14	5.5945	94	360	45	54.6	NA	6.5	NA	NA	40	40	0	47	NA	NA	NA	NA	NA	NA
114	2013-10-02	2	10	2013	48	NA	0	1.8	7.43	7.25	39	4.57	17.3835	108	390	67	77.485	NA	6	NA	NA	46	46	0	70	NA	NA	NA	NA	NA	NA
114	2013-10-02	2	10	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-10-21	21	10	2013	48	8.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
114	2013-11-25	25	11	2013	48	NA	0	0.85	7.78	5.98	86	10.16	4.3455	75	392	27.05	33.815	NA	6.3	NA	NA	0	0	0	28.17	NA	NA	NA	NA	NA	NA
114	2013-11-25	25	11	2013	48	NA	0	0.88	7.79	5.98	91	10.81	4.5965	74	386	27.08	34.735	NA	6.4	NA	NA	5	5	0	28.47	NA	NA	NA	NA	NA	NA
114	2013-11-25	25	11	2013	48	NA	0	0.8	7.79	5.97	93	10.98	3.9605	75	383	27.8	34.325	NA	6.3	NA	NA	10	10	0	28.19	NA	NA	NA	NA	NA	NA
114	2013-11-25	25	11	2013	48	NA	0	0.88	7.79	6	93	10.97	3.752	76	390	27.62	34.805	NA	6.3	NA	NA	20	20	0	28.28	NA	NA	NA	NA	NA	NA
114	2013-11-25	25	11	2013	48	NA	0	0.83	7.8	5.97	94	11.24	4.164	77	382	27.67	34.48	NA	6.3	NA	NA	30	30	0	28.3	NA	NA	NA	NA	NA	NA
114	2013-11-25	25	11	2013	48	NA	0	0.87	7.8	5.95	95	11.25	4.1555	78	388	27.79	35.09	NA	6.2	NA	NA	40	40	0	28.83	NA	NA	NA	NA	NA	NA
114	2013-11-25	25	11	2013	48	NA	0	1.07	7.81	5.98	93	11.06	3.8925	80	389	27.76	34.26	NA	6.2	NA	NA	46	46	0	28.66	NA	NA	NA	NA	NA	NA
39	2012-03-30	30	3	2012	32	2.7	4	1.93	7.81	5.589	89	11.89	0	184	466	26.52	39.5	NA	2.5	NA	NA	0	0	3.29	27.6	NA	NA	NA	NA	NA	NA
39	2012-03-30	30	3	2012	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	2.5	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
39	2012-03-30	30	3	2012	32	NA	3	1.05	7.82	5.7505	82	10.84	0	160	420	29	37	NA	2.4	NA	NA	15	15	2.865	30	NA	NA	NA	NA	NA	NA
39	2012-03-30	30	3	2012	32	NA	3	1.42	7.78	6.0819	82	10.9	2.0865	150	410	30	40	NA	2.8	NA	NA	31	31	2.375	31	NA	NA	NA	NA	NA	NA
39	2012-05-09	9	5	2012	32	2.5	1	2.36	8.38	5.43	118	14.52	1.064	0	460	3	40.76	NA	5.6	NA	NA	0	0	2	5	NA	NA	NA	NA	NA	NA
39	2012-05-09	9	5	2012	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.6	5.6	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
39	2012-05-09	9	5	2012	32	NA	0	1.57	8.29	5.45	111	13.62	0.22	3	440	3	24.1	NA	5.1	NA	NA	15	15	0	4	NA	NA	NA	NA	NA	NA
39	2012-05-09	9	5	2012	32	NA	0	1.2	7.99	5.71	100	12.99	1.2255	18	340	11	29.72	NA	3.7	NA	NA	31	31	0.82	11	NA	NA	NA	NA	NA	NA
39	2012-06-06	6	6	2012	32	3.2	3	1.46	8.22	5.39	107	11.69	0.1405	3	320	2.4	21.865	NA	10.8	NA	NA	0	0	0.69	3.5	NA	NA	NA	NA	NA	NA
39	2012-06-06	6	6	2012	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.6	10.8	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
39	2012-06-06	6	6	2012	32	NA	0	0.95	8.38	5.45	105	11.72	1.095	2	300	3	18.83	NA	9.1	NA	NA	15	15	0.775	8	NA	NA	NA	NA	NA	NA
39	2012-06-06	6	6	2012	32	NA	0	1.29	8.09	5.66	96	11.21	12.5325	3	320	6	26.08	NA	7	NA	NA	31	31	1.095	7	NA	NA	NA	NA	NA	NA
39	2012-07-04	4	7	2012	32	4.8	4	0.96	8.27	5.45	96	9.52	0	2	265	2	13.375	NA	14	NA	NA	0	0	1.21	3	NA	NA	NA	NA	NA	NA
39	2012-07-04	4	7	2012	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	14	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
39	2012-07-04	4	7	2012	32	NA	0	0.62	8.08	5.55	87	9.47	0	0	272	3	15.435	NA	10.4	NA	NA	15	15	0.3	3	NA	NA	NA	NA	NA	NA
39	2012-07-04	4	7	2012	32	NA	0	1.65	7.57	6	56	6.88	0	0	275	15	33.95	NA	5.6	NA	NA	31	31	0.435	15	NA	NA	NA	NA	NA	NA
39	2012-08-07	7	8	2012	32	3.8	0	0.74	8.11	5.77	106	10.27	2.1135	1	320	2	17.84	NA	15.7	NA	NA	0	0	0	2	NA	NA	NA	NA	NA	NA
39	2012-08-07	7	8	2012	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	15.7	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
39	2012-08-07	7	8	2012	32	NA	0	0.87	7.98	5.7	92	9.81	2.412	1	300	5	17.885	NA	11.9	NA	NA	15	15	0	6	NA	NA	NA	NA	NA	NA
39	2012-08-07	7	8	2012	32	NA	1	3.38	7.55	5.72	59	6.9	6.697	5	300	15.6	32.645	NA	7.6	NA	NA	31	31	0.1	18.82	NA	NA	NA	NA	NA	NA
39	2012-09-07	7	9	2012	32	4.5	2	1	7.94	5.72	90	8.74	25.356	9	284	8	21.04	NA	15.4	NA	NA	0	0	0.96	9	NA	NA	NA	NA	NA	NA
39	2012-09-07	7	9	2012	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	15.4	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
39	2012-09-07	7	9	2012	32	NA	0	1	7.95	5.74	87	8.43	24.54	10	282	8	20.725	NA	15.2	NA	NA	15	15	0.91	9	NA	NA	NA	NA	NA	NA
39	2012-09-07	7	9	2012	32	NA	0	1.6	7.59	6.05	60	7.13	6.477	63	285	27	36.52	NA	6.8	NA	NA	31	31	1.05	28	NA	NA	NA	NA	NA	NA
39	2012-10-09	9	10	2012	32	4	3	1.23	7.91	5.59	95	10.09	12.4195	43	390	15	25.6	NA	11.7	NA	NA	0	0	3.19	17.7995	NA	NA	NA	NA	NA	NA
39	2012-10-09	9	10	2012	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.9	11.7	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
39	2012-10-09	9	10	2012	32	NA	0	0.79	7.92	5.67	93	9.7	8.159	33	360	12	21.325	NA	12	NA	NA	15	15	3.17	11.8745	NA	NA	NA	NA	NA	NA
39	2012-10-09	9	10	2012	32	NA	0	1.53	7.84	5.73	86	9.19	8.936	42	330	16	24.265	NA	11.6	NA	NA	31	31	2.32	16.455	NA	NA	NA	NA	NA	NA
39	2012-11-26	26	11	2012	32	4	1	1.39	7.75	5.91	88	10.32	0.2305	110	360	28	34.09	NA	7.1	NA	NA	0	0	0.53	28	NA	NA	NA	NA	NA	NA
39	2012-11-26	26	11	2012	32	NA	0	1.21	7.74	6	87	10.12	0	110	350	28	34.89	NA	7.3	NA	NA	15	15	0	28	NA	NA	NA	NA	NA	NA
39	2012-11-26	26	11	2012	32	NA	0	1.66	7.71	6.05	66	7.72	0	110	350	29	36.035	NA	7.3	NA	NA	31	31	0.15	29	NA	NA	NA	NA	NA	NA
39	2013-02-12	12	2	2013	32	4.7	2	1.86	7.8	5.22	95	13.31	0	160	440	29	37.53	NA	0.1	NA	NA	0	0	1.37	29	NA	NA	NA	NA	NA	NA
39	2013-02-12	12	2	2013	32	NA	0	1.49	7.82	5.6	95	13.25	0.013	130	410	28	35.745	NA	0.1	NA	NA	15	15	0	28	NA	NA	NA	NA	NA	NA
39	2013-02-12	12	2	2013	32	NA	0	1.65	7.82	5.6	94	13.05	0.1225	130	410	29	34.83	NA	0.2	NA	NA	31	31	0.065	29	NA	NA	NA	NA	NA	NA
39	2013-03-21	21	3	2013	32	5.2	0	0.81	7.69	5.43	91	12.71	2.6565	140	420	28	37.64	NA	0.1	NA	NA	0	0	1.395	29	NA	NA	NA	NA	NA	NA
39	2013-03-21	21	3	2013	32	NA	0	0.79	7.74	5.37	93	13.08	1.5525	140	420	29	35.355	NA	0.1	NA	NA	15	15	1.33	29	NA	NA	NA	NA	NA	NA
39	2013-03-21	21	3	2013	32	NA	0	1.62	7.73	5.83	89	12.06	1.316	130	400	28	36.385	NA	1.1	NA	NA	31	31	0.935	29	NA	NA	NA	NA	NA	NA
39	2013-05-06	6	5	2013	32	NA	1	1.69	8.25	5.64	117	14.74	3.128	0	340	4	26.34	15.2	4.2	NA	NA	0	0	0	4	NA	NA	NA	NA	NA	NA
39	2013-05-06	6	5	2013	32	NA	6	1.14	8.15	5.71	110	13.95	2.2865	0	310	6	25.155	NA	3.7	NA	NA	15	15	0	6	NA	NA	NA	NA	NA	NA
39	2013-05-06	6	5	2013	32	NA	1	1.39	7.68	6.37	86	11.15	7.667	93	353	27	40.09	NA	2.5	NA	NA	31	31	0.895	26.86	NA	NA	NA	NA	NA	NA
39	2013-06-10	10	6	2013	32	NA	1	1.3	8.57	4.78	120	11.8	2.4995	0	374	0.1	22.955	4.7	14.9	NA	NA	0	0	0	1	NA	NA	NA	NA	NA	NA
39	2013-06-10	10	6	2013	32	NA	0	0.75	8.37	4.93	115	12.48	4.4135	0	340	0.8	22.3	NA	10.4	NA	NA	15	15	0	1	NA	NA	NA	NA	NA	NA
39	2013-06-10	10	6	2013	32	NA	0	0.98	7.97	5.44	89	10.52	5.338	5	339	8	27.345	NA	6.7	NA	NA	31	31	0	8	NA	NA	NA	NA	NA	NA
39	2013-06-25	25	6	2013	32	NA	0	0.87	8.38	5.33	123	11.93	5.146	0	355	0	16.535	3.9	15.3	NA	NA	0	0	0	0.4	NA	NA	NA	NA	NA	NA
39	2013-06-25	25	6	2013	32	NA	0	0.87	8	5.36	105	11.44	4.592	0	325	5.5	22.955	NA	10.2	NA	NA	15	15	0	5.8	NA	NA	NA	NA	NA	NA
39	2013-06-25	25	6	2013	32	NA	0	1.55	7.77	5.78	92	11.02	10.8235	8	341	13.8	32.55	NA	6.1	NA	NA	31	31	0	14.2	NA	NA	NA	NA	NA	NA
39	2013-07-08	8	7	2013	32	3	4	1.82	8.21	5.44	107	10.48	3.0165	3	310	1	16.125	4.2	15.2	NA	NA	0	0	0	1	NA	NA	NA	NA	NA	NA
39	2013-07-08	8	7	2013	32	NA	0	0.84	7.79	5.65	72	8.44	2.834	0	290	7	20	NA	7.2	NA	NA	15	15	0	7	NA	NA	NA	NA	NA	NA
39	2013-07-08	8	7	2013	32	NA	1	2.06	7.65	5.98	81	9.85	5.7745	6	290	17	27.875	NA	5.1	NA	NA	31	31	0	19	NA	NA	NA	NA	NA	NA
39	2013-08-06	6	8	2013	32	3.9	2	1.51	8.44	5.54	127	11.5	1.094	0	401	0	19.64	6.3	18.4	NA	NA	0	0	0	0.5	NA	NA	NA	NA	NA	NA
39	2013-08-06	6	8	2013	32	NA	0	1.17	7.82	5.49	94	9.69	1.7415	0	372	2	17.665	NA	12.5	NA	NA	16	16	0	2	NA	NA	NA	NA	NA	NA
39	2013-08-06	6	8	2013	32	NA	0	2.23	7.63	5.68	80	8.91	1.1495	0	358	8	21.32	NA	9	NA	NA	31	31	0	9	NA	NA	NA	NA	NA	NA
39	2013-09-02	2	9	2013	32	3.7	2	1.14	8.17	5.5836	104	9.83	2.453	0	340	0	17.605	5.1	16.6	NA	NA	0	0	0	1	NA	NA	NA	NA	NA	NA
39	2013-09-02	2	9	2013	32	NA	4	1.07	8.15	5.5789	104	9.77	2.8365	0	330	0	17.45	NA	16.5	NA	NA	16	16	0	0	NA	NA	NA	NA	NA	NA
39	2013-09-02	2	9	2013	32	NA	0	2.17	7.57	5.638	73	7.74	7.9515	2	320	8.4	23.855	NA	11.5	NA	NA	31	31	0	8.9945	NA	NA	NA	NA	NA	NA
39	2013-10-02	2	10	2013	32	NA	5	1.79	7.7	5.69	101	10.34	23.6465	60	350	21	21	NA	13	NA	NA	0	0	0	21	NA	NA	NA	NA	NA	NA
39	2013-10-02	2	10	2013	32	NA	5	1.06	7.94	5.16	103	10.5	32.365	25	390	7	23.025	NA	13	NA	NA	15	15	0	7	NA	NA	NA	NA	NA	NA
39	2013-10-02	2	10	2013	32	NA	1	0.91	7.95	5.17	81	8.69	30.821	25	380	7.8	21	NA	10.8	NA	NA	31	31	0	8.2	NA	NA	NA	NA	NA	NA
39	2013-10-02	2	10	2013	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
39	2013-11-25	25	11	2013	32	NA	0	1	7.76	5.97	87	10.28	4.541	82	390	27.07	35.62	NA	6.2	NA	NA	0	0	0	28.11	NA	NA	NA	NA	NA	NA
39	2013-11-25	25	11	2013	32	NA	2	1.08	7.77	5.99	83	9.86	4.1365	83	390	28.17	35.3	NA	6.2	NA	NA	15	15	0	28.94	NA	NA	NA	NA	NA	NA
39	2013-11-25	25	11	2013	32	NA	4	1.33	7.79	6.03	90	10.68	4.987	89	394	28.53	36.185	NA	6.1	NA	NA	31	31	0	29.63	NA	NA	NA	NA	NA	NA
125	2012-01-01	1	1	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
125	2012-01-01	1	1	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	27	NA	NA	NA	NA	NA	NA	NA	NA
125	2012-02-01	1	2	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
